"category","source","name","cause","death"
"writers","http://www.wikidata.org/entity/Q817973","Benno Pludra",,"2014-08-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2896359","Benny Luke",,"2013-01-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q273035","Benoîte Groult",,"2016-06-20T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q21592566","Bente Damhaug",,"2014-12-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q55302","Bento da Cruz",,"2015-08-25T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q9654810","Bento Soares",,"2011-11-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12962115","Bentot Jr.",,"2016-05-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3395474","Benxamín Casal Vila",,"2013-08-30T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q818507","Benzion Netanyahu",,"2012-04-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3638462","Beppe de Tomasi",,"2016-06-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20752065","Bergit Forchhammer",,"2011-12-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q470132","Bergljot Hobæk Haff",,"2016-02-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4951490","Berit Gustafsson",,"2012-09-18T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4981991","Berit Tancred",,"2016-03-04T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4891947","Berkant",,"2012-10-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2883200","Bernabé Tierno",,"2015-07-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q20630278","Bernadette Bernard",,"2014-01-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q289068","Bernadette Lafont","myocardial infarction","2013-07-25T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q21707192","Bernard Behrens",,"2012-09-19T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2897713","Bernard Cottret",,"2011-04-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2897800","Bernard Dhéran",,"2013-01-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2897830","Bernard Dumaine",,"2014-10-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2897883","Bernard Faure",,"2016-09-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q707734","Bernard Fox",,"2016-12-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4893150","Bernard Gallagher","pneumonia","2016-11-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4893310","Bernard Kay",,"2014-12-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2898155","Bernard Lalonde",,"2016-11-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2898292","Bernard Maris",,"2015-01-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2346667","Bernard Martens van Vliet",,"2011-10-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9169299","Bernard Michalski",,"2013-12-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2898329","Bernard Minoret",,"2013-07-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q822641","Bernard Nathanson",,"2011-02-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2898633","Bernard Simonay",,"2016-05-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2898678","Bernard Tixier",,"2011-07-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4893728","Bernard Waber",,"2013-05-16T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2898746","Bernard Woringer",,"2014-05-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q822801","Bernard Zadi Zaourou",,"2012-03-20T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q19956400","Bernard-G. Landry",,"2014-04-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5397757","Bernarda Seitz",,"2014-06-16T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q13640817","Bernardine Bishop",,"2013-07-04T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16497976","Bernardo Jablonski",,"2011-10-28T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q315044","Bernd Clüver",,"2011-07-28T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q22041639","Bernd der Ritter",,"2014-08-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q108497","Bernd Dost",,"2015-02-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q823971","Bernd Noske",,"2014-02-18T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q26220887","Bernd Schmidt",,"2016-09-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q824303","Bernd Sülzer",,"2012-04-19T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q824416","Bernd Wippich",,"2014-03-31T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q6220760","Berndt Uthas",,"2011-01-30T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q825084","Bernhard Gentsch",,"2016-02-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q826245","Bernhard von Arx",,"2012-09-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q826506","Berni Kelb",,"2011-12-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4892803","Bernie Nolan","breast cancer","2013-07-04T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5601090","Bernt Callenbo",,"2011-04-15T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q332953","Bert Jansch","lung cancer","2011-10-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q6025433","Bert Olls",,"2013-10-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q388964","Bert Stern",,"2013-06-26T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3246946","Bert Sugar","cardiac arrest","2012-03-25T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2899273","Berthe Kal",,"2015-04-25T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2597256","Berthe Meijer",,"2012-07-10T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q91970","Berthold Wulf",,"2012-06-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16632852","Bertil Cavallin",,"2015-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4895701","Bertil Norström",,"2012-09-06T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4895834","Bertram Wyatt-Brown",,"2012-11-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q793808","Bertrice Small",,"2015-02-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4895947","Berugo Carámbula",,"2015-11-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q514720","Beryl Davis",,"2011-10-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3338574","Besa Imami",,"2014-09-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q11852124","Besedka Johnson",,"2013-04-04T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3638982","Bess Myerson",,"2014-12-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q292146","Beth Brant",,"2015-08-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q21997887","Beth Rogan",,"2015-11-25T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q442549","Betsy Drake",,"2015-10-27T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q28005499","Betsy Pecanins",,"2016-12-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4898348","Betsy von Furstenberg",,"2015-04-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4085994","Bettina Le Beau",,"2015-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4898702","Betty Ann Grove",,"2015-11-13T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q18977391","Betty Cody",,"2014-07-01T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q468017","Betty Driver","pneumonia","2011-10-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q213122","Betty Ford",,"2011-07-08T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q235196","Betty Garrett",,"2011-02-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4898856","Betty Jane Rhodes",,"2011-12-27T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4898857","Betty Jane Watson",,"2016-02-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4898887","Betty Lago",,"2015-09-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19347164","Betty Lou Bredemus",,"2015-02-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4898906","Betty Lucas",,"2015-04-07T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4898909","Betty Luster",,"2011-05-25T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q850406","Betty Smith",,"2011-01-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q9656078","Betty Yelda Brognoli Borges Fortes",,"2015-01-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q17005766","Beverly Long",,"2014-05-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4899881","Beyle Schaechter-Gottesman",,"2013-11-28T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15450751","Bhagwan Das Garga",,"2011-07-18T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16878582","Bhagwandas Mulchand Luthria",,"2014-05-08T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4900697","Bhagwat Rawat",,"2012-05-25T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q13119528","Bhalchandra Pendharkar",,"2015-08-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3202714","Bhanumati Devi",,"2013-01-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4901458","Bhau Kalchuri",,"2013-10-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q121077","Bhimsen Joshi",,"2011-01-24T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2767647","Bholabhai Patel",,"2012-05-20T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q22837657","Bhubaneswari Mishra",,"2016-02-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2767500","Bhupat Vadodaria",,"2011-10-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q855128","Bhupen Hazarika",,"2011-11-05T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q1775226","Bi Kidude",,"2013-04-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3639396","Bianca Sollazzo",,"2011-11-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4903004","Bibhu Bhattacharya",,"2011-09-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q26702658","Bibhuti Bhusan Pradhan",,"2016-08-24T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20493241","Bibiana Wallnerová",,"2014-01-01T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4904191","Bidit Lal Das",,"2012-10-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4904281","Bidushi Dash Barde",,"2012-10-22T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q555323","Biff Elliot",,"2012-08-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2902057","Biff Manard",,"2014-05-19T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q2902264","Big Jack Johnson",,"2011-03-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3639812","Big Jimmy",,"2015-07-13T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q1343066","Big Syke",,"2016-12-05T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4906573","Big Time Sarah",,"2015-06-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q23498271","Bijay Prasad Mohapatra",,"2013-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4907276","Bijoya Ray",,"2015-06-02T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4908126","Bill Berkson",,"2016-06-16T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4908271","Bill Brittain",,"2011-12-16T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4908740","Bill Dees",,"2012-10-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q22676797","Bill Fiore",,"2014-10-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q23041843","Bill Gratton",,"2011-06-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4909245","Bill Gunston",,"2013-06-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19278995","Bill Hart",,"2015-01-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q862184","Bill Henderson",,"2016-04-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q1966500","Bill Hinzman",,"2012-02-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q862208","Bill Hunter","liver cancer","2011-05-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q862224","Bill Justice",,"2011-02-10T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4818807","Bill Kerr",,"2014-08-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q862314","Bill McKinney","esophageal cancer","2011-12-01T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4910263","Bill Morrissey",,"2011-07-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q36185","Bill Tarmey",,"2012-11-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q17421078","Bill Thompson",,"2014-07-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4911268","Bill Wallace",,"2012-01-30T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q374490","Bill Wedderburn, Baron Wedderburn of Charlton",,"2012-03-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4911479","Bill Zucker",,"2016-09-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q862784","Bille Brown",,"2013-01-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2903546","Billie Allen",,"2015-12-29T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q443751","Billie Jo Spears",,"2011-12-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4911868","Billie Love",,"2012-01-13T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q862997","Billy Barrix",,"2013-02-22T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q862994","Billy Barton",,"2011-10-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q863008","Billy Beck",,"2011-06-29T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q3640032","Billy Blanco",,"2011-07-08T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4912309","Billy Butler",,"2015-04-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2903613","Billy Chapin",,"2016-12-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q5757608","Billy Gezon",,"2014-01-10T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4912633","Billy Grammer",,"2011-08-10T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q863142","Billy Joe Royal",,"2015-10-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15710101","Billy McColl",,"2014-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16019171","Billy Naylor",,"2011-10-05T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q863212","Billy Paul",,"2016-04-24T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q59767","Billy Scott",,"2012-11-17T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q323499","Billy Sherrill",,"2015-08-04T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q543632","Billy Strange",,"2012-02-22T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4913417","Billy Varga",,"2013-01-11T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4913740","Bimi Ombale",,"2011-04-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q18574281","Biren Routray",,"2014-11-24T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q865293","Birgit Mütherich",,"2011-11-16T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12303510","Birgit Pouplier",,"2014-04-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4916284","Birgit Rosengren",,"2011-10-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4980236","Birgit Stenberg",,"2012-06-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4971268","Birgitta Onsell",,"2012-07-15T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4980239","Birgitta Stenberg",,"2014-08-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q259238","Birgitta Trotzig",,"2011-05-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4347097","Birgitta Valberg",,"2014-03-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19610798","Birsen Ayda",,"2011-10-10T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q12303573","Birte Tove",,"2016-02-06T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4221531","Biser Kirov","cerebrovascular disease","2016-11-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q20871052","Bisi Komolafe",,"2012-01-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q12255293","Bittor Kapanaga",,"2011-07-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q11961326","Bjørn Anders Hermundstad",,"2016-05-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3373434","Bjørn G. Andersen",,"2012-01-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5784692","Björn Hallerdt",,"2015-04-11T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q504409","Black",,"2016-01-26T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q5729695","Blakdyak",,"2016-11-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q11158454","Blanka Vikusová",,"2011-08-23T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q11158480","Blanka Vítková",,"2014-04-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4925692","Blažena Holišová",,"2011-04-07T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q318198","Bo Carpelan",,"2011-02-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5768148","Bo Grandien",,"2014-12-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q6217788","Bo Tyvik",,"2015-04-28T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q503412","Bob Anderson",,"2012-01-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2907571","Bob Asklöf",,"2011-04-21T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q887792","Bob Beckham",,"2013-11-11T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q887809","Bob Benny",,"2011-03-29T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4931856","Bob Block",,"2011-04-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q887851","Bob Christo","myocardial infarction","2011-03-20T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3431782","Bob Elliott",,"2016-02-02T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q887917","Bob Flanigan",,"2011-05-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4932464","Bob Fraser",,"2011-07-12T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q15432012","Bob Greene",,"2013-10-13T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2617640","Bob Hastings","prostate cancer","2014-06-30T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3244570","Bob Holness",,"2012-01-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4932852","Bob Hornery",,"2015-05-26T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q211283","Bob Hoskins","pneumonia","2014-04-29T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q15818077","Bob L. Harris",,"2014-02-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4933435","Bob Montgomery",,"2014-12-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q888256","Bob Simon",,"2015-02-11T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q2907850","Bob Thomas",,"2014-03-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q23837672","Bob Wade",,"2012-09-30T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q494745","Bob Welch",,"2012-06-07T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q18951229","Bobbi Kristina Brown",,"2015-07-26T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4934715","Bobby Alto",,"2012-04-28T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4934766","Bobby Bennett","diabetes mellitus","2013-01-18T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q541634","Bobby Bland",,"2013-06-23T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4934812","Bobby Breen",,"2016-09-19T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4934973","Bobby Edwards",,"2012-07-31T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4935181","Bobby Jameson",,"2015-05-12T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q690766","Bobby Parker",,"2013-11-01T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q3436314","Bobby Rogers","diabetes mellitus","2013-03-03T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4935593","Bobby Smith",,"2013-03-16T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q448336","Bobby Vee",,"2016-10-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q18702984","Bobo Faulkner","cancer","2014-12-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4960328","Bodil Kåge",,"2014-06-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3439054","Bodil Malmsten",,"2016-02-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q889949","Bodo Kühn",,"2012-01-22T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20437532","Bogár Erzsébet Szabó",,"2014-07-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19756433","Bogdan Kuczkowski",,"2013-04-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q14540682","Bogdan Potocki",,"2013-06-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q19756442","Bogdan Śmigielski",,"2013-04-23T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q18549806","Bogdan Ulmu",,"2016-05-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9175911","Bogusław Sar",,"2016-05-18T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q9176105","Bohdan Drozdowski",,"2013-04-02T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q25094535","Bohdan Głuszczak",,"2016-02-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9176183","Bohdan Mikuć",,"2015-12-04T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q94994","Bohdan Smoleń",,"2016-12-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q8865999","Bohdan Wróblewski",,"2012-09-25T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16946908","Bohumil Baďura",,"2014-09-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q11219690","Bohumil Černík",,"2011-12-21T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q11218478","Bohumil Kobliha",,"2015-06-24T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q11219828","Bohumil Švarc",,"2013-04-01T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q5306990","Bohumila Grögerová",,"2014-08-21T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4990386","Bojan Westin",,"2013-10-04T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q16342170","Bojja Tharakam",,"2016-09-16T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q17352853","Bola Johnson",,"2014-04-06T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9176695","Bolesław Idziak",,"2015-06-04T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q16914027","Bongani Masuku","murder","2014-05-17T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4942298","Bonnie Brown",,"2016-07-16T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q18921203","Bonnie Christensen","ovarian cancer","2015-01-12T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q3550354","Bonnie Franklin","pancreatic cancer","2013-03-01T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q9000011","Bonnie Law",,"2016-05-27T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q4942391","Bonnie Lou",,"2015-12-08T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4942390","Bonnie Lynn Fields",,"2012-11-17T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q2910553","Booth Colman",,"2014-12-15T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16028994","Boramy Tioulong",,"2013-02-22T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q11044943","Boris Aranđelović",,"2015-08-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4081363","Boris Bekker",,"2011-02-05T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q3642606","Boris Biancheri",,"2011-07-19T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q1279435","Boris Buzančić",,"2014-10-09T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4171743","Boris Dyshlenko",,"2015-11-27T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4139029","Boris Gitin",,"2011-04-14T00:00:00Z"
"singers","http://www.wikidata.org/entity/Q12273679","Boris Godjunov",,"2015-06-14T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q20891953","Boris Gorzev",,"2015-07-27T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4196005","Boris Ivanov",,"2015-02-05T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4216387","Boris Karygin",,"2012-01-31T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4497702","Boris Khimichev",,"2014-09-14T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q22918740","Boris Kiselev",,"2016-02-03T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q12273704","Boris Krumov",,"2015-03-20T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16266922","Boris Leonov",,"2014-02-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q27862180","Boris Lifanov",,"2016-11-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4319937","Boris Nikiforov",,"2011-04-13T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4320881","Boris Nikolsky",,"2011-01-18T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q116789","Boris Parygin",,"2012-04-09T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q16860372","Boris Popov",,"2014-05-10T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4152592","Boris Qusakov",,"2015-09-17T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q4525796","Boris Schnaiderman",,"2016-05-18T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q59054","Boris Strugatsky",,"2012-11-19T00:00:00Z"
"writers","http://www.wikidata.org/entity/Q834967","Boris Vasilyev",,"2013-03-11T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4109359","Boris Veselov",,"2011-11-07T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q11854786","Börje Lampenius",,"2016-11-03T00:00:00Z"
"actors","http://www.wikidata.org/entity/Q4574297","Børt-Erik Thoresen",,"2011-04-10T00:00:00Z"
